Mod:Item:MetaData, Localized Name
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Refined Obsidian Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Refined Glowstone Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:pipe_piece:0, Wyvern Pipe Piece
plustic:pipe_piece:0, Awakened Pipe Piece
plustic:pipe_piece:0, Chaotic Pipe Piece
plustic:laser_medium:0, Каменн. Laser Medium
plustic:laser_medium:0, Призмаринов. Laser Medium
plustic:laser_medium:0, Огненное Laser Medium
plustic:laser_medium:0, Стержня Края Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Refined Obsidian Laser Medium
plustic:laser_medium:0, Refined Glowstone Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:battery_cell:0, Каменн. Battery Cell
plustic:battery_cell:0, Маньюлинов. Battery Cell
plustic:battery_cell:0, Медн. Battery Cell
plustic:battery_cell:0, Серебрян. Battery Cell
plustic:battery_cell:0, Огненное Battery Cell
plustic:battery_cell:0, Стержня Края Battery Cell
plustic:battery_cell:0, Osmium Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:battery_cell:0, Nickel Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
industrialwires:mechanical_converter:0, Вращательный двигатель
industrialwires:mechanical_converter:1, Конвертер: Вращение к Кинетике
industrialwires:mechanical_converter:2, Конвертер: Кинетика к Вращению
industrialwires:ic2_connector:0, Коннектор оловянного проводоа
industrialwires:ic2_connector:1, Реле оловянного провода
industrialwires:ic2_connector:2, Коннектор медного провода
industrialwires:ic2_connector:3, Реле медного провода
industrialwires:ic2_connector:4, Коннектор золотого провода
industrialwires:ic2_connector:5, Реле золотого провода
industrialwires:ic2_connector:6, Универсальный высоковольтный коннектор
industrialwires:ic2_connector:7, Универсальное высоковольтное реле
industrialwires:ic2_connector:8, Стекловолоконный коннектор
industrialwires:ic2_connector:9, Стекловолоконное реле
industrialwires:jacobs_ladder:0, Маленькая лестница Иакова
industrialwires:jacobs_ladder:1, Лестница Иакова
industrialwires:jacobs_ladder:2, Огромная лестница Иакова
industrialwires:control_panel:0, Панель управления
industrialwires:control_panel:1, Редстоун-контроллер: Провода
industrialwires:control_panel:2, Панельный коннектор
industrialwires:control_panel:3, Сборщик панелей управления
industrialwires:control_panel:4, Незавершённая панель управления
industrialwires:control_panel:6, Редстоун-контроллер: Другое
industrialwires:general_hv:0, Счётчик выделения энергии
industrialwires:ic2_wire_coil:0, Моток оловянного провода
industrialwires:ic2_wire_coil:1, Моток медного провода
industrialwires:ic2_wire_coil:2, Моток золотого провода
industrialwires:ic2_wire_coil:3, Моток высоковольтного IC2 провода
industrialwires:ic2_wire_coil:4, Моток стекловолоконного провода
industrialwires:ic2_wire_coil:5, Моток изолированного оловянного провода
industrialwires:ic2_wire_coil:6, Моток изолированного медного провода
industrialwires:ic2_wire_coil:7, Моток изолированного золотого провода
industrialwires:panel_component:0, Конпка с подсветкой
industrialwires:panel_component:1, Ярлык
industrialwires:panel_component:2, Индикатор
industrialwires:panel_component:3, Ползунок
industrialwires:panel_component:4, Перавтор®
industrialwires:panel_component:5, Тумблер
industrialwires:panel_component:6, Тумблер с крышкой
industrialwires:panel_component:7, Замочный переключатель
industrialwires:panel_component:8, Приборная панель
industrialwires:panel_component:9, Семисегментный дисплей
industrialwires:panel_component:10, RGB Indicator
industrialwires:key:0, Чистый ключ
industrialwires:key:2, Связка ключей
agricraft:seed_analyzer, Анализатор семян
agricraft:peripheral, Computer Controlled Seed Analyzer
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
agricraft:water_tank:0, Деревянный бак
